feat/approval-chain-engine	86d	app/(routes)/campus-living/settings/approval-chains/page.tsx
feat/assignment-rule-type-registry	72d	components/shared/assignment-rules-crud/columns.tsx
feat/assignment-rule-type-registry-v2	72d	app/(routes)/admin/counselors/rule-types/_components/rule-type-form-dialog.tsx
feat/audit-external-auditor-ui	84d	app/(routes)/audit/external-auditors/_components/add-external-auditor-dialog.tsx
feat/audit-finding-institution-default	4d	app/(routes)/audit/_components/findings/log-finding-dialog.tsx
feat/audit-finding-institution-lock-severity	3d	app/(routes)/audit/_components/findings/log-finding-dialog.tsx
feat/audit-finding-lock-severity	3d	app/(routes)/audit/_components/findings/log-finding-dialog.tsx
feat/audit-gate3-capture-spine	3d	app/(routes)/audit/cycles/[id]/page.tsx
feat/audit-gate3-report-card	3d	app/(routes)/audit/cycles/[id]/page.tsx
feat/audit-gate3-verdict-panel	3d	app/(routes)/audit/_components/findings/log-finding-dialog.tsx
feat/audit-gate3-verdict-panel-v2	3d	app/(routes)/audit/_components/findings/log-finding-dialog.tsx
feat/audit-sidebar-entry	85d	lib/sidebarMenuLink.ts
feat/audit-standing-institution-audit	3d	app/(routes)/audit/_components/findings/log-finding-dialog.tsx
feat/audit-workflow-b2-discovery-report-ops	86d	app/api/audit/cycles/[id]/report/route.ts
feat/audit-workflow-sprint-01	86d	app/api/audit/attestations/sign/route.ts
feat/auditor-guide-and-param-context	3d	app/(routes)/audit/_components/findings/log-finding-dialog.tsx
feat/auth-dev-login	84d	app/(routes)/admission/marketing/campaigns/monitoring/page.tsx
feat/auto-meta-and-sitemap	86d	app/(routes)/academic/course-grades/page.tsx
feat/availability-spine-limb2-people	19d	app/(routes)/events/induction/[id]/_components/session-speaker-picker.tsx
feat/availability-spine-limb3-vehicles	19d	lib/services/admin/internship-policy-service.ts
feat/billing-apportionment	39d	app/(routes)/billing/apportionment/page.tsx
feat/briefing-cron-generator	85d	app/api/cron/generate-daily-briefings/route.ts
feat/briefing-staleness-banner	85d	app/(routes)/admission/counselors/briefing/page.tsx
feat/bug-003146-expo-stalls	87d	app/(routes)/admission/marketing/expos/[id]/_components/promotional-materials-repeater.tsx
feat/bug-triage-policy-keys	67d	lib/policies/keys.ts
feat/bug-triage-pr1-policy-keys	80d	lib/policies/keys.ts
feat/bug-widget-non-image-attachments	70d	app/(routes)/admin/bug-reports/[id]/page.tsx
feat/byow-revival-myjkkn-side	76d	app/(routes)/admission/settings/whatsapp-numbers/page.tsx
feat/byow-spec3-h1-reliability	75d	progress.txt
feat/campus-living-hostel-floors-bulk-import	84d	supabase/migrations/20260424000001_hostel_floors_table.sql
feat/campus-living-leave-types-crudable	87d	app/(routes)/academic/leaves/settings/types/_components/leave-types-data-table.tsx
feat/campus-living-operational-sub-routes-live-wire	59d	app/(routes)/campus-living/housekeeping/schedules/page.tsx
feat/campus-living-page-tabs	86d	app/(routes)/campus-living/_components/cl-nav.tsx
feat/campus-living-residents-alloc-ui	86d	app/(routes)/campus-living/allocations/[id]/page.tsx
feat/campus-living-residents-backend	86d	hooks/campus-living/use-hostel-residents.ts
feat/campus-living-residents-ui	86d	app/(routes)/campus-living/allocations/[id]/page.tsx
feat/campus-living-wardens-admin-ui	63d	app/(routes)/campus-living/nav-config.ts
feat/care-audit-module	35d	__tests__/lib/services/care-scoring-service.test.ts
feat/catalog-sync-automation	88d	package.json
feat/cdc-admin-relocate-module-namespace	37d	app/(routes)/cdc/admin/_components/master-table-page.tsx
feat/cdc-ai-career-guidance	26d	app/(routes)/cdc/career-guidance/page.tsx
feat/cdc-drive-email-notifications-t12	59d	?
feat/cdc-drive-notifications-a1	60d	?
feat/cdc-employer-requirements	16d	app/(public)/employers/submit/page.tsx
feat/cdc-govt-jobs-readiness	14d	app/(routes)/cdc/admin/exam-syllabus-topics/page.tsx
feat/cdc-idp-prefill	25d	app/(routes)/cdc/idp/new/page.tsx
feat/cdc-learner-idp-nav	16d	lib/sidebarMenuLink.ts
feat/cdc-module-substrate	61d	?
feat/cdc-sprint-4-internships	60d	?
feat/cdc-sprint-4-internships-v2	60d	app/(routes)/cdc/internships/[id]/page.tsx
feat/cdc-sprint-6-training-bulletin	60d	app/(routes)/cdc/bulletin/[id]/page.tsx
feat/cdc-sprint-7a-admin-views	60d	?
feat/cdc-sprint-7a-admin-views-v2	60d	app/(routes)/admin/cdc/_components/master-table-page.tsx
feat/cdc-sprint-7b-exports-mentors	60d	?
feat/cdc-udyog-apply-tracker	25d	app/(routes)/cdc/page.tsx
feat/chat-bypass-metrics-infra	73d	supabase/migrations/20260505_chat_bypass_metrics.sql
feat/cl-config-mess-services	18d	app/(routes)/campus-living/nav-config.ts
feat/cl-config-policies-workflows	18d	app/(routes)/campus-living/nav-config.ts
feat/cmdk-manifest	86d	app/(routes)/layout.tsx
feat/cohort-core	13d	docs/cohort-core/PLAN.md
feat/cohort-foundations	12d	app/api/startup-studio/foundations/cohorts/[id]/enrollments/route.ts
feat/cohort-moat-m2-outcome-capture	12d	docs/cohort-core/PLAN.md
feat/cohort-moat-m3-m7	11d	docs/cohort-core/PLAN.md
feat/cohort-moat-m3m7-clean	11d	docs/cohort-core/PLAN.md
feat/cohort-moat-real-treatment-sod	11d	app/(routes)/startup-studio/solve-for-100/_components/sf100-team-dashboard.tsx
feat/compliance-unification-crud-retrofit	85d	app/(routes)/accreditation/manage/grievance-categories/page.tsx
feat/consolidate-learner-feedback-tabs	11d	app/(routes)/academic/session-feedback/page.tsx
feat/coordination-pr-phase-0	71d	app/(routes)/admin/departments/page.tsx
feat/counselor-max-assignments-policy	80d	supabase/migrations/20260429000012_consume_counselor_max_assignments_policy.sql
feat/counselor-routing-db-foundation	81d	lib/constants/permissions.ts
feat/counselor-rules-tab-crud-v2	81d	?
feat/counselor-shift-flip-cron-phase4	81d	app/api/cron/counselor-shift-flip/route.ts
feat/counselor-taxonomy-phase1	82d	lib/constants/permissions.ts
feat/curriculum-phase2-ship	12d	app/(routes)/academic/curriculum-review/page.tsx
feat/dashboard-v2-darkmode	89d	?
feat/dashboard-v2-streaks	89d	app/(routes)/dashboard/page.tsx
feat/dashboard-work-item-generators	87d	app/(routes)/dashboard/page.tsx
feat/decisions-spec-sprint-0	83d	specs/decisions-spec.md
feat/decisions-verdict-engine	83d	app/api/dashboard/cron/decisions-verdict-check/route.ts
feat/dept-ig-monthly-cadence	14d	app/(routes)/admission/social/loop/_components/cadence-card.tsx
feat/doctrines-composite-scores-v1	89d	app/(routes)/dashboard/page.tsx
feat/events-module	84d	CLAUDE.md
feat/events-promote-pr2-budget	24d	app/(routes)/events/tournament/[id]/page.tsx
feat/events-promote-pr3-committees	24d	app/(routes)/events/create/page.tsx
feat/events-promote-pr4-volunteers	24d	app/(routes)/events/create/page.tsx
feat/events-promote-pr5-checkin-qr	24d	app/(routes)/events/tournament/[id]/page.tsx
feat/events-promote-pr6-certificates	24d	app/(routes)/events/create/page.tsx
feat/events-promote-pr7-bulk-import	24d	app/(routes)/events/create/page.tsx
feat/events-promote-pr8-analytics-kit	24d	app/(routes)/events/create/page.tsx
feat/events-promote-pr9-create-flow	24d	app/(routes)/events/create/page.tsx
feat/events-propose-redesign-sprint-1	83d	app/(routes)/events/page.tsx
feat/events-propose-smoketest	84d	app/(routes)/events/propose/page.tsx
feat/events-propose-v2-redesign	82d	app/(routes)/events/propose/[id]/status/_components/timeline.tsx
feat/exam-ia-audit-verdict-snapshot	3d	app/(routes)/audit/cycles/[id]/parameters/page.tsx
feat/faculty-feedback-enforcement	14d	app/(routes)/academic/session-feedback/_components/live-pulse-control.tsx
feat/family-moments-fathers-day	35d	app/(public)/m/[token]/_components/gift-card.tsx
feat/feedback-adapters	21d	app/api/cron/feedback-adapter-ig-comments/route.ts
feat/feedback-dashboard	21d	app/(routes)/feedback/_components/complaints-table.tsx
feat/foundation-carre-classify	11d	?
feat/foundation-exam-definitions-shared-spine	12d	app/(routes)/foundation/_components/assessment-builder-dialog.tsx
feat/foundation-guide-wire	11d	?
feat/foundation-table-module-map	11d	?
feat/guide-admission	32d	lib/admission/guide/content.ts
feat/guide-adoption-layer	33d	app/(routes)/ai-pulse/guide/page.tsx
feat/guide-batch-2-org-ims-bos	31d	lib/bos/guide/content.ts
feat/guide-batch-3-learners-council-events	25d	lib/events/guide/content.ts
feat/guide-billing	32d	lib/billing/guide/content.ts
feat/guide-full-page	33d	app/(routes)/guide/page.tsx
feat/guide-hr	32d	lib/guide/registry.ts
feat/guide-open-full-module-scope	33d	__tests__/lib/guide/registry-module-scope.test.ts
feat/guide-platform-overview	33d	__tests__/lib/guide/pick-lane.test.ts
feat/health-wellness-programs-substrate	32d	hooks/health/use-wellness-programs.ts
feat/health-wp-admin	32d	app/(routes)/health/admin/page.tsx
feat/health-wp-consume	32d	app/(routes)/health/dashboard/page.tsx
feat/hostel-leave-approval-chain-retry	84d	lib/services/campus-living/hostel-leave-service.ts
feat/hostel-rooms-import	53d	scripts/hostel-import/.gitignore
feat/hostel-rooms-v2-pr4	52d	hooks/campus-living/use-hostel-rooms.ts
feat/hostel-vacate-clearance-sla	86d	app/(routes)/campus-living/vacate-requests/[id]/page.tsx
feat/hostel-vacate-ui	86d	app/(routes)/campus-living/my-hostel/page.tsx
feat/hostel-vacate-workflow	86d	hooks/campus-living/use-hostel-vacate.ts
feat/hp-alfa-program-schools	11d	?
feat/hr-admin-relocate-module-namespace	37d	app/(routes)/hr/admin/automation-rules/page.tsx
feat/hr-assets-wave1	64d	app/(routes)/admin/hr/assets/page.tsx
feat/hr-attendance-regularize-t3-6	68d	?
feat/hr-command-center-daily-brief	80d	docs/features/hr-command-center-daily-brief.md
feat/hr-documents-verify-t1-5b-2b	68d	app/(routes)/hr/documents/verify/page.tsx
feat/hr-recruitment-need-service-layer	53d	progress.txt
feat/ia-monitor-page	13d	app/(routes)/academic/internal-marks/monitor/page.tsx
feat/ig-stories-dm	48d	.agent-handoff/iota.json
feat/iiqa-foundation	84d	lib/constants/permissions.ts
feat/induction-batch-lane	13d	app/api/cron/induction-generate-playbook/route.ts
feat/induction-loop-generator	19d	app/(routes)/events/induction/[id]/_components/loop-playbook-section.tsx
feat/induction-no-smartphone-feedback	17d	app/(routes)/events/induction/[id]/_components/feedback-kiosk-dialog.tsx
feat/induction-phase1b-authoring	20d	app/(routes)/events/induction/[id]/_components/sessions-section.tsx
feat/induction-phase3-student	20d	app/(routes)/learners/my-induction/_components/profile-nudge.tsx
feat/induction-resource-person-feedback	19d	app/(routes)/learners/my-induction/_components/induction-pulse-banner.tsx
feat/induction-session-catalog	17d	app/(routes)/events/induction/catalog/page.tsx
feat/instagram-login-connect	37d	app/(routes)/admission/social/departments/page.tsx
feat/instasolver-substrate-mcp	75d	docs/INSTASOLVER-MODULE-SPEC.md
feat/instasolver-substrate-services	75d	docs/INSTASOLVER-MODULE-SPEC.md
feat/instasolver-substrate-sql	75d	docs/INSTASOLVER-MODULE-SPEC.md
feat/internship-substrate-admin-ui	70d	?
feat/internship-substrate-admin-ui-v2	70d	app/(routes)/admin/internship-policy/_components/PolicyField.tsx
feat/internship-substrate-ddl	70d	?
feat/internship-substrate-ddl-v2	70d	supabase/migrations/20260508_internship_lop_immunity_wiring.sql
feat/internship-substrate-services	70d	?
feat/internships-cycles-phase-2a	68d	.github/visual-proof/863-01-list-empty.png
feat/internships-rbac-bundle-taxonomy	46d	lib/constants/permissions.ts
feat/internships-sites-preceptors-phase-2a	68d	app/(routes)/internships/_components/preceptors/preceptor-form.tsx
feat/jicate-booking-meetings-sidebar-children	76d	lib/sidebarMenuLink.ts
feat/jicate-booking-provision-service	75d	progress.txt
feat/jicate-booking-reconcile-cron	76d	app/api/cron/jicate-booking-reconcile/route.ts
feat/jicate-booking-sidebar-wiring	76d	lib/sidebarMenuLink.ts
feat/learner-risk-intelligence-substrate	54d	?
feat/learning-studio-feedback-rename	11d	?
feat/linkedin-add-to-profile	13d	app/(routes)/cdc/internships/[id]/page.tsx
feat/linkedin-cert-golive-phase1	11d	?
feat/loop-zero-escalation	5d	app/api/cron/session-feedback-escalation/route.ts
feat/meet-integration-scaffolds	29d	NEEDS.md
feat/meet-reconcile-registry	29d	scripts/persona-harness/harness.mjs
feat/meeting-agenda-core-pr1	26d	app/(routes)/meetings/[uid]/_components/agenda-section.tsx
feat/meeting-trigger-attendance-pr1a	25d	.github/workflows/visual-proof-gate.yml
feat/meeting-trigger-explanation-valve-pr1b	25d	.github/workflows/visual-proof-gate.yml
feat/meetings-native-rewire	36d	app/(public)/book/[slug]/_components/booking-widget.tsx
feat/meetings-native-scheduling-engine	36d	__tests__/meetings/native-slot-engine.test.ts
feat/meetings-public-routing-form	36d	app/(public)/book/[slug]/_components/booking-widget.tsx
feat/mess-choose-mode-b	25d	app/(routes)/campus-living/mess/insights/_components/dish-demand-card.tsx
feat/mess-menu-loop-pr2-generator-cron	19d	app/api/cron/mess-menu-loop/route.ts
feat/mess-menu-loop-pr3-verdict	18d	app/(routes)/campus-living/mess/menu-loop/_components/menu-loop-board.tsx
feat/meta-ads-read	48d	.agent-handoff/zeta.json
feat/module-admin-relocate-trio	37d	app/(routes)/ai-pulse/admin/policies/_components/ai-pulse-policies-editor.tsx
feat/nav-config-per-module	86d	app/(routes)/admission/nav-config.ts
feat/nav-config-sidebar-fallback	84d	lib/navigation/tier-rendering.ts
feat/nav-pde-sidebar	86d	lib/sidebarMenuLink.ts
feat/nav-reachability-simulator	84d	components/navigation/auto-tab-nav.tsx
feat/nav-reachability-sweep	84d	app/(routes)/academic/nav-config.ts
feat/nested-sidebar-menus	84d	app/(routes)/academic/_components/academic-nav.tsx
feat/nif-coordinator-pr0	88d	lib/constants/permissions.ts
feat/notes-batch-cap-policy	7d	app/(routes)/admin/ai-routines/_components/ai-routines-control.tsx
feat/notification-generator-policy-b1	80d	supabase/SQL_FILE_INDEX.md
feat/notification-generator-policy-b2	80d	supabase/SQL_FILE_INDEX.md
feat/notifications-admin-relocate	37d	app/(routes)/admin/nav-config/page.tsx
feat/notifications-kind-split	85d	app/api/admin/notifications/route.ts
feat/okr-page-tabs	86d	app/(routes)/okr/_components/okr-nav.tsx
feat/org-hod-relocate-and-cdc-types	37d	app/(routes)/hr/admin/required-documents/page.tsx
feat/pcf-faculty-insight	32d	app/(routes)/academic/session-feedback/faculty/page.tsx
feat/pcf-learner-confirm	32d	app/(routes)/academic/session-feedback/me/page.tsx
feat/pcf-learner-form	32d	app/(routes)/academic/session-feedback/learn/_components/feedback-dialog.tsx
feat/pcf-outer-loop-lift	31d	app/(routes)/academic/session-feedback/faculty/page.tsx
feat/pcf-outer-loop-lift-recover	31d	app/(routes)/academic/session-feedback/principal/page.tsx
feat/pcf-principal-escalation	32d	app/(routes)/academic/session-feedback/principal/page.tsx
feat/pcf-ui-integration	32d	app/(routes)/academic/session-feedback/faculty/page.tsx
feat/pde-bos-outcome-connector	36d	__tests__/lib/services/pde-curriculum-service.test.ts
feat/pde-faculty-review-durable-value	32d	app/(routes)/pde/faculty/demonstrations/page.tsx
feat/pde-rubrics-embodied	60d	app/(routes)/admin/pde/rubrics/embodied/_components/EmbodiedRubricEditor.tsx
feat/pde-smart-guide	34d	app/(routes)/pde/guide/page.tsx
feat/pde-tier1-cohort-dashboards	60d	app/(routes)/admin/pde/cohort/_components/CohortHeatmap.tsx
feat/pde-tier2-hod-and-tier-gates	60d	.github/workflows/visual-proof-gate.yml
feat/pde-tier6-faculty-playbook	59d	docs/pde/faculty-training-playbook.html
feat/permissions-audit-dashboard	88d	app/(routes)/users/permissions-audit/_components/permissions-audit-client.tsx
feat/permissions-catalog-backfill	88d	lib/constants/permissions.ts
feat/persona-design-pr3-permission-keys	88d	lib/constants/permissions.ts
feat/persona-design-scope-extension-helpers	88d	docs/persona-design/scope-extension-pr1.md
feat/placement-nodata-reminder	8d	app/api/cron/cdc-placement-outcomes/route.ts
feat/platform-policies-substrate	80d	lib/policies/get-policy.ts
feat/pm-projects-wave4-integration	47d	progress.txt
feat/post-class-feedback-substrate	32d	hooks/use-session-feedback.ts
feat/projects-accountability-trigger	25d	app/(routes)/meetings/triggers/_components/triggers-console.tsx
feat/queue-extension-3-generators	83d	progress.txt
feat/queue-grievance-generator	82d	supabase/setup/02_functions.sql
feat/scf-admin-dashboard	24d	app/(routes)/academic/session-feedback/admin/page.tsx
feat/scf-adoption-nudge	24d	app/api/cron/session-feedback-nudge/route.ts
feat/scf-ai-suggest-improvement	24d	app/api/academic/session-feedback/ai-suggest-improvement/route.ts
feat/scf-carryforward-confirmation	23d	app/(routes)/learners/class-feedback/_components/feedback-dialog.tsx
feat/scf-confirmed-attendance-ui	13d	app/(routes)/academic/attendance/consolidation/[id]/page.tsx
feat/scf-effective-attendance-forward-only	13d	supabase/migrations/20260705120100_scf_effective_attendance_forward_only.sql
feat/scf-facilitator-coverage	18d	app/(routes)/academic/session-feedback/admin/page.tsx
feat/scf-leadership-gate	16d	app/(routes)/academic/session-feedback/_components/scf-leadership-concerns-card.tsx
feat/scf-learner-support-note	18d	app/(routes)/academic/session-feedback/_components/struggling-notes-sent-card.tsx
feat/scf-live-pulse-check	21d	app/(routes)/academic/session-feedback/_components/live-pulse-control.tsx
feat/scf-loop-app	20d	app/(routes)/academic/session-feedback/_components/ai-suggestion-dialog.tsx
feat/scf-loop-effectiveness-view	11d	?
feat/scf-loop-gen	20d	app/api/cron/scf-generate-suggestions/route.ts
feat/scf-loop-streams-2-4	18d	app/(routes)/academic/session-feedback/_components/facilitator-strengths-card.tsx
feat/scf-self-improving-loop	21d	app/api/academic/session-feedback/ai-suggest-improvement/route.ts
feat/scf-weekly-escalation-digest	23d	app/api/cron/session-feedback-escalation/route.ts
feat/schools-network-services-api	18d	app/api/schools-network/contacts/[contactId]/route.ts
feat/schools-portal-hm-login	18d	app/(routes)/schools-portal/dashboard/page.tsx
feat/section-icons-from-modules	83d	components/BottomNav/bottom-nav-item.tsx
feat/section-renames	83d	lib/navigation/modules.ts
feat/senior-learner-discovery	84d	lib/constants/permissions.ts
feat/sentry-leverage-lane2	82d	.gitignore
feat/session-feedback-faculty-completion	30d	app/(routes)/academic/session-feedback/faculty/page.tsx
feat/sf100-full-migration	12d	app/api/startup-studio/solve-for-100/enrollments/[enrollmentId]/roster-changes/route.ts
feat/sidebar-modules-sync	83d	components/Navbar/menu.tsx
feat/sn-feeder-drilldown-ug-pg-split	14d	app/(routes)/admission/schools-network/[schoolId]/page.tsx
feat/sn-feeder-tidy-paging-other	13d	app/(routes)/admission/schools-network/[schoolId]/page.tsx
feat/social-governance-director-view	30d	app/(routes)/admission/social/governance/page.tsx
feat/social-loop-engine	24d	app/(routes)/admission/nav-config.ts
feat/social-nav-wiring	24d	app/(routes)/admission/nav-config.ts
feat/solutions-departments-list	83d	app/(routes)/solutions/departments/[id]/_components/department-detail.tsx
feat/solutions-hub-page-tabs	86d	app/(routes)/solutions/_components/solutions-nav.tsx
feat/sports-tournament-pr1	25d	app/(routes)/events/tournament/layout.tsx
feat/sports-tournament-pr2	25d	app/(routes)/events/tournament/[id]/_components/add-entry-dialog.tsx
feat/startup-studio-foundations-level0	25d	app/(routes)/startup-studio/foundations/[worksheetId]/page.tsx
feat/startup-studio-page-tabs	86d	app/(routes)/startup-studio/_components/startup-studio-nav.tsx
feat/strip-pillars-live	4d	app/(routes)/admin/loops/_components/loop-tower.tsx
feat/super-admin-daily-digest	85d	app/api/dashboard/cron/super-admin-digest/route.ts
feat/sweep-academic-nav	86d	app/(routes)/academic/_components/academic-nav.tsx
feat/sweep-accreditation-nav	86d	app/(routes)/accreditation/_components/accreditation-nav.tsx
feat/sweep-solutions-nav	86d	app/(routes)/solutions/_components/solutions-nav.tsx
feat/sweep-startup-studio-nav	86d	app/(routes)/startup-studio/_components/startup-studio-nav.tsx
feat/t5-3-training-tracking	63d	app/(routes)/admin/hr/training/[id]/page.tsx
feat/t6-4-separation-extension	63d	app/(routes)/admin/hr/offboarding/[id]/fnf/page.tsx
feat/unblock-hr-nav	84d	app/(routes)/hr/nav-config.ts
feat/universal-booking-u2-google	36d	app/(public)/book/reschedule/[uid]/_components/reschedule-widget.tsx
feat/vercel-cron-cdr-sync	87d	vercel.json
feat/visual-proof-gate/annotate-questionable-skips	69d	.github/workflows/visual-proof-gate.yml
feat/visual-proof-gate/expand-non-ui-regex-app-api	69d	.github/workflows/visual-proof-gate.yml
feat/visual-proof-gate/expand-non-ui-regex-lib-types	68d	.github/workflows/visual-proof-gate.yml
feat/visual-proof-gate/expand-non-ui-regex-root-configs	68d	.github/workflows/visual-proof-gate.yml
feat/wave-2-section-merges	83d	components/BottomNav/bottom-nav-more-menu.tsx
feat/wave2b-modules-constant	85d	lib/navigation/modules.ts
feat/wave2b-sidebar-restructure	84d	components/Navbar/menu.tsx
feat/wave3-m0-substrate	64d	app/(routes)/admin/hr/policies/audit-log/page.tsx
feat/wave3-m10-admin-page-refactor	63d	app/(routes)/admin/hr/_components/policy-link-banner.tsx
feat/wave3-m10-auto-promote-job	63d	app/(routes)/admin/hr/policies/page.tsx
feat/wave3-m10-manual-exporter	63d	app/(routes)/admin/hr/policies/export-manual/page.tsx
feat/whatsapp-limits-as-config	80d	app/(routes)/admin/whatsapp-limits/_components/limits-editor.tsx
feat/wire-loops-airoutines	14d	app/(routes)/admin/ai-routines/_components/ai-routines-control.tsx
fix-hr-recruitment-rls-service-role-read	63d	features.json
fix-notifications-sent-clickable-rows	65d	components/notifications/sent-outbox.tsx
fix/admin-notifications-category-param	82d	app/(routes)/admin/notifications/page.tsx
fix/admission-auto-assign-counselor	85d	supabase/setup/02_functions.sql
fix/admission-dash/conversion-to-application-start	69d	app/(routes)/admission/dashboard/page.tsx
fix/admission-dash/group-dashboard-rpc-leads-only	68d	?
fix/admission-dash/group-tabs-clarify-labels	68d	app/(routes)/admission/group-dashboard/page.tsx
fix/admission-expos-bulk-upload	80d	app/api/admission/expos/bulk-capture/route.ts
fix/admission-lead-source-captures-drop-strict-referrer-fk	79d	supabase/migrations/20260429_drop_alsc_referrer_fk.sql
fix/admission-leads-convert-to-admitted	80d	app/api/admission/bridge/convert/route.ts
fix/admission-leads-detail/stage-row-consolidate	67d	app/(routes)/admission/leads/[id]/page.tsx
fix/admission-leads-new-cannot-save	80d	lib/services/admission/lead-service.ts
fix/admission-rules-page-show-add-button-for-super-admin	72d	app/(routes)/admission/counselors/team/rules/page.tsx
fix/admission-super-admin-rpc	84d	app/api/admission/leads/list/route.ts
fix/admission-yoy-relax-2of3-bed-redistrib	45d	app/(routes)/admission/group-dashboard/_components/yoy-trajectory-chart.tsx
fix/ai-pulse-anomaly-service-stub	71d	lib/services/ai-pulse/anomaly-service.ts
